name,year,genres,rating 
Doom Eternal: The Ancient Gods - Part Two,(2021 Video Game),"Action, Fantasy, Horror",8.1
Headhunter,(2001 Video Game),"Action, Drama, Mystery",7.9
Pro Evolution Soccer 3,(2003 Video Game),"Action, Drama, Sport",7.9
Sonic Advance 3,(2004 Video Game),"Action, Adventure, Family",7.2
Wallace & Gromit's Grand Adventures: Fright of the Bumblebees,(2009 Video Game),"Action, Adventure, Comedy",7.8
Planes,(2013 Video Game),"Action, Family, Fantasy",5.3
Metro 2033 Redux,(2014 Video Game),"Action, Adventure, Horror",7.9
"Drag-On Dragoon 2: Fûin no kurenai, haitoku no kuro",(2005 Video Game),"Action, Adventure, Drama",7.6
Mortal Kombat: Special Forces,(2000 Video Game),"Action, Adventure, Fantasy",4.2
Wario Land 3,(2000 Video Game),"Action, Adventure, Comedy",7.8
Dragon Ball Z: Sparking! NEO,(2006 Video Game),"Action, Thriller",8.0
Digital Combat Simulator World,(2008 Video Game),"Action, Adventure, War",8.7
Far Cry Instincts,(2005 Video Game),"Action, Adventure, Sci-Fi",7.5
Haze,(2008 Video Game),Action,5.3
Poketto Monsutâ Rubî,(2002 Video Game),"Action, Adventure, Family",8.3
Spyro: A Hero's Tail,(2004 Video Game),"Action, Adventure, Family",7.0
Melware Rises,(2023 Video Game),"Action, Adventure",
"Warhammer 40,000: Fire Warrior",(2003 Video Game),"Action, Fantasy, Sci-Fi",6.5
D.I.R.T.: Origin of the Species,(2006 Video Game),"Action, Adventure, Fantasy",7.8
Odoru meido in Wario,(2006 Video Game),"Animation, Action, Comedy",7.8
Dragon Ball Z: Budokai 2,(2003 Video Game),"Action, Family, Fantasy",7.6
Lost Planet 3,(2013 Video Game),"Action, Adventure, Sci-Fi",6.4
Star Wars: The Empire Strikes Back,(1982 Video Game),"Action, Adventure, Sci-Fi",7.3
Super Mario Advance,(2001 Video Game),"Action, Adventure, Fantasy",7.7
LittleBigPlanet Karting,(2012 Video Game),"Action, Comedy, Family",6.7
Spider-Man: The Video Game,(1991 Video Game),"Action, Fantasy, Sci-Fi",7.6
Harry Potter and the Philosopher's Stone,(2003 Video Game),"Action, Adventure, Fantasy",5.9
Commandos 2: Men of Courage,(2001 Video Game),"Action, Adventure, War",8.4
Fez,(2012 Video Game),"Action, Adventure, Fantasy",7.7
Minna daisuki katamari damashii,(2005 Video Game),"Action, Fantasy",8.7
DreadOut 2,(2020 Video Game),"Action, Adventure, Horror",5.7
Yakuza: Dead Souls,(2011 Video Game),"Action, Crime, Horror",7.2
Megamind: Mega Team Unite,(2010 Video Game),"Action, Adventure, Comedy",7.1
Bright Memory: Infinite,(2021 Video Game),"Action, Adventure, Sci-Fi",6.9
Dying Light: The Following,(2016 Video Game),"Action, Adventure, Horror",8.2
Ring Fit Adventure,(2019 Video Game),"Action, Sport",7.8
Interstate '76,(1997 Video Game),Action,8.5
Tales of Asteria: Kesshou no Daichi to Michibiki no Hikari,(2016 Video Game),Action,
Cadillacs and Dinosaurs: The Second Cataclysm,(1994 Video Game),"Animation, Action, Adventure",7.2
Warframe: Heart of Deimos,(2020 Video Game),"Action, Adventure, Fantasy",8.0
Scooby-Doo! Unmasked,(2005 Video Game),"Action, Adventure, Comedy",7.1
Rumble Roses,(2004 Video Game),"Action, Sport",7.5
Zombie Tsunami,(2012 Video Game),"Action, Horror",7.0
Zoids,(1986 Video Game),"Action, Fantasy",
Wrestling Empire,(2021 Video Game),"Action, Sport",
Kidô senshi Gandamu,(2001 Video Game),"Action, Adventure, Sci-Fi",7.4
Operation Flashpoint: Red River,(2011 Video Game),"Action, War",6.5
Cadillacs Kyôryû Shinseki,(1993 Video Game),"Action, Adventure, Sci-Fi",8.1
Power Rangers Samurai,(2011 Video Game),"Action, Adventure, Fantasy",7.2
Elden Ring: Shadow of the Erdtree,(Video Game),"Action, Adventure, Fantasy",
Starship Troopers,(2005 Video Game),"Action, Adventure, Sci-Fi",6.1
"Monsters, Inc. Scream Arena",(2002 Video Game),"Animation, Action, Comedy",6.3
Donkey Kong Jr.,(1982 Video Game),"Action, Family",6.6
Worms,(1995 Video Game),"Action, Comedy, Sport",7.8
Mutant Year Zero: Road to Eden,(2018 Video Game),Action,7.5
Senran Kagura Shinovi Versus,(2013 Video Game),"Animation, Action",6.3
Alien Shooter,(2003 Video Game),"Action, Adventure, Horror",6.8
Poketto monsutâ Burakku 2,(2012 Video Game),"Action, Adventure, Family",8.2
Metal Wolf Chaos,(2004 Video Game),"Action, Adventure, Comedy",7.5
Tom and Jerry in War of the Whiskers,(2002 Video Game),"Animation, Action, Adventure",6.3
Teenage Mutant Ninja Turtles 3: Mutant Nightmare,(2005 Video Game),"Action, Adventure",6.7
Adventure Time: Explore the Dungeon Because I Don't Know!,(2013 Video Game),"Animation, Action, Adventure",6.5
Goat Simulator: Waste of Space,(2016 Video Game),Action,8.1
Until Dawn: Rush of Blood,(2016 Video Game),"Action, Horror, Thriller",7.2
9 Monkeys of Shaolin,(2020 Video Game),"Action, Adventure, Fantasy",
Friday the 13th: Killer Puzzle,(2018 Video Game),"Action, Adventure, Horror",5.5
Black Desert: Eternal Winter,(2022 Video Game),"Animation, Action, Adventure",
Tomorrow Never Dies,(1999 Video Game),"Action, Adventure",6.7
Operator's Side,(2003 Video Game),"Action, Adventure, Drama",5.3
Fate/hollow ataraxia,(2005 Video Game),"Action, Adventure, Drama",7.0
MDK II,(2000 Video Game),"Action, Adventure, Comedy",7.5
Cho Jigen Game Neptune Sisters vs Sisters,(2022 Video Game),"Animation, Action, Sci-Fi",
Rokkuman 11: Unmei no haguruma!!,(2018 Video Game),"Action, Adventure, Family",7.4
Quake III: Arena,(1999 Video Game),"Action, Sci-Fi",7.9
Future Cop: L.A.P.D.,(1998 Video Game),Action,8.3
Zone of the Enders Z.O.E,(2001 Video Game),"Action, Adventure, Drama",7.2
BS Zelda no Densetsu: Inishie no Sekiban,(1997 Video Game),"Action, Adventure, Fantasy",5.5
Destiny 2: Shadowkeep,(2019 Video Game),"Action, Adventure, Fantasy",7.0
Home Alone 2: Lost in New York,(1992 Video Game),"Action, Adventure, Comedy",5.7
Magical Pop'n,(1995 Video Game),"Animation, Action, Adventure",
Black & White,(2001 Video Game),"Action, Adventure, Fantasy",7.1
Splinter Cell: Essentials,(2006 Video Game),"Action, Adventure, Thriller",7.0
Hell is Us,(2023 Video Game),"Action, Adventure, Mystery",
Thymesia,(2022 Video Game),"Action, Adventure, Fantasy",6.7
M&M's: The Lost Formulas,(2000 Video Game),"Action, Adventure, Comedy",6.2
Ben and Ed,(2015 Video Game),"Action, Adventure, Comedy",6.4
EA Sports UFC,(2014 Video Game),"Action, Sport",6.0
Planes: Fire & Rescue,(2014 Video Game),Action,6.4
The Elder Scrolls V: Skyrim - Carved Brink,(2019 Video Game),"Action, Adventure, Fantasy",5.1
Fallout 76: Wastelanders,(2020 Video Game),"Action, Adventure, Sci-Fi",6.4
Mario & Luigi: Paper Jam,(2015 Video Game),Action,7.1
Cat Girl Without Salad: Amuse-Bouche,(2016 Video Game),"Action, Adventure, Comedy",
Space Hulk: Deathwing,(2016 Video Game),"Action, Fantasy, Sci-Fi",6.1
Dôkutsu Monogatari,(2004 Video Game),"Action, Adventure, Drama",8.1
Metal Gear Solid: HD Collection,(2011 Video Game),"Action, War",9.2
Power Rangers: Ninja Storm,(2003 Video Game),"Action, Fantasy, Sci-Fi",7.1
Balls of Glory,(2015 Video Game),"Action, Adventure, Comedy",6.4
Hikari shinwa: Parutena no kagami,(1986 Video Game),"Action, Adventure, Family",6.8
Final Fantasy XV: Episode Ignis,(2017 Video Game),"Action, Adventure, Drama",8.0
Atlas Fallen,(2023 Video Game),"Action, Adventure, Fantasy",
Army Men: Sarge's Heroes,(1999 Video Game),"Action, Adventure",7.0
Gyaru gan: Daburu pîsu,(2015 Video Game),"Action, Adventure, Comedy",5.7
Castlevania: Grimoire of Souls,(2021 Video Game),Action,
Fallout 4: Far Harbor,(2016 Video Game),"Action, Adventure, Sci-Fi",8.1
Go! Go! 5 Jiden Game Neptune reVerse,(2020 Video Game),"Animation, Action, Adventure",7.9
Legaia densetsu,(1998 Video Game),"Action, Adventure, Family",8.4
Metal Gear Solid: VR Missions,(1999 Video Game),"Action, Adventure, Sci-Fi",7.8
The Scorpion King: Rise of the Akkadian,(2002 Video Game),"Action, Adventure, Fantasy",5.4
Dust: A Tale of the Wired West,(1995 Video Game),"Action, Adventure, Fantasy",8.5
Spider-Man 2,(III) (2004 Video Game),Action,4.0
Napoleon: Total War,(2010 Video Game),"Action, Adventure, War",7.8
Puyopuyo Tetorisu 2,(2020 Video Game),"Action, Comedy, Family",5.9
DuckTales 2,(1993 Video Game),"Action, Adventure, Family",7.5
Need for Speed III: Hot Pursuit,(1998 Video Game),"Action, Adventure, Crime",7.6
Ryû ga gotoku: Kenzan!,(2008 Video Game),"Action, Drama, History",8.1
Dora the Explorer: Journey to the Purple Planet,(2005 Video Game),"Action, Adventure",6.7
Poketto monsutâ Howaito,(2010 Video Game),"Action, Adventure, Family",8.1
Rayman DS,(2005 Video Game),"Action, Adventure, Comedy",6.2
Tarzan Untamed,(2001 Video Game),"Animation, Action, Adventure",6.3
Poketto Monsutâ Midori,(1996 Video Game),"Action, Adventure, Fantasy",8.4
Akumajô Dracula X: chi no rondo,(1993 Video Game),"Action, Adventure, Fantasy",7.9
Biohazard: Deadly Silence,(2006 Video Game),"Action, Horror, Mystery",7.5
Asphalt Xtreme,(2016 Video Game),"Action, Adventure, Sport",6.5
Earthworm Jim 3D,(1999 Video Game),"Action, Sci-Fi",5.9
Phantom Breaker: Omnia,(2021 Video Game),Action,
Don't Starve,(2013 Video Game),"Action, Adventure, Fantasy",7.2
Overlord,(2007 Video Game),"Action, Adventure, Comedy",7.3
Goat Simulator: MMO Simulator,(2015 Video Game),"Action, Adventure, Comedy",7.3
Akumajô Dorakiyura: Yami no juin,(2005 Video Game),"Action, Adventure, Fantasy",6.9
CrossCode,(2018 Video Game),"Action, Adventure, Fantasy",8.4
Dota Underlords,(2020 Video Game),"Action, Fantasy",5.8
Marathon,(1994 Video Game),"Action, Adventure, Sci-Fi",8.7
Grabbed by the Ghoulies,(2003 Video Game),"Action, Adventure, Comedy",7.2
Wave Race 64: Kawasaki Jet Ski,(1996 Video Game),"Action, Family, Sport",7.2
WWE 2K17,(2016 Video Game),"Action, Family, Sport",6.8
Transformers: Reactivate,(Video Game),"Action, Fantasy, Sci-Fi",
Ghost Recon: Advanced Warfighter,(2006 Video Game),"Action, Thriller, War",7.3
Open Season,(2006 Video Game),"Animation, Action, Adventure",5.9
Power Rangers: Super Legends,(2007 Video Game),Action,6.6
Dead Trigger 2,(2013 Video Game),Action,8.7
The Elder Scrolls V: Skyrim - Dawnguard,(2012 Video Game),"Action, Adventure, Fantasy",7.8
Metal Slug,(1996 Video Game),"Action, Adventure",8.0
Freedom Planet,(2014 Video Game),"Action, Adventure, Comedy",7.9
SSX 3,(2003 Video Game),"Action, Sport",8.4
Resistance: Retribution,(2009 Video Game),"Action, Sci-Fi, Thriller",7.9
The King of Fighters Collection: The Orochi Saga,(2008 Video Game),"Action, Adventure, Fantasy",6.7
Dragon Quest XI S: Echoes of an Elusive Age - Definitive Edition,(2019 Video Game),"Action, Family, Fantasy",8.3
Ghost Recon: Advanced Warfighter 2,(2007 Video Game),"Action, Thriller, War",7.4
Prince of Persia: Epilogue,(2009 Video Game),"Action, Adventure, Fantasy",7.6
Happy Feet,(2006 Video Game),"Action, Adventure, Family",6.2
Conflict: Desert Storm,(2002 Video Game),Action,7.6
Bloody Roar Extreme,(2002 Video Game),Action,7.3
Aragami,(2016 Video Game),"Action, Adventure, Fantasy",6.4
Saturday Night Fever,(2008 Video Game),Action,8.0
Shaq Fu: A Legend Reborn,(2018 Video Game),"Action, Family, Fantasy",6.2
Fainaru fantajî bureibu ekusuvaisu: Gensou sensou,(2019 Video Game),"Animation, Action, Adventure",7.1
Spider-Man & Venom: Maximum Carnage,(1994 Video Game),"Animation, Action, Adventure",7.6
Lost Planet²,(2010 Video Game),"Action, Adventure, Sci-Fi",6.1
Final Fantasy XV: Monster of the Deep,(2017 Video Game),"Action, Fantasy, Sci-Fi",7.9
Star Wars,(1987 Video Game),"Action, Adventure, Fantasy",7.5
Rockman 8: Metaru hîrôzu,(1996 Video Game),"Animation, Action, Adventure",6.8
Ekkusu,(1992 Video Game),Action,
Battletoads,(1991 Video Game),"Action, Adventure, Fantasy",7.2
Dark Void,(2010 Video Game),"Action, Adventure, Sci-Fi",6.0
Chrome,(2003 Video Game),"Action, Adventure, Sci-Fi",6.9
Project Altered Beast,(2005 Video Game),"Action, Adventure, Sci-Fi",7.2
Clockwork Revolution,(Video Game),"Action, Sci-Fi",
Sonic Riders: Zero Gravity,(2008 Video Game),"Action, Adventure, Family",5.9
Yakuza: Black Panther,(2010 Video Game),"Action, Crime, Drama",6.1
Untitled Indiana Jones Video Game,(Video Game),"Action, Adventure",
Nicktoons: Attack of the Toybots,(2007 Video Game),"Action, Adventure, Comedy",7.5
Paradise Killer,(2020 Video Game),"Action, Adventure, Fantasy",6.9
Naruto Shippûden: Ultimate Ninja 5,(2007 Video Game),"Action, Adventure",7.9
Mario's Time Machine,(1993 Video Game),"Action, Adventure, Family",3.6
Cargo 3,(2014 Video Game),Action,
Makai senki Deisugaia,(2003 Video Game),"Action, Adventure, Comedy",8.4
Poketto monsutâ Y,(2013 Video Game),"Action, Adventure, Family",7.9
Fox Hunt,(1993 Video Game),"Action, Adventure, Comedy",7.2
Godzilla,(2014 Video Game),"Action, Adventure, Fantasy",5.4
Jazzpunk,(2014 Video Game),"Action, Adventure, Comedy",7.3
Guilty Gear Xrd: Rev 2,(2017 Video Game),"Action, Fantasy, Sci-Fi",8.2
Zuma's Revenge!,(2009 Video Game),"Action, Adventure, Comedy",7.1
Virtua Fighter 4: Evolution,(2003 Video Game),Action,7.8
The Lord of the Rings: The War of the Ring,(2003 Video Game),"Action, Adventure, Fantasy",6.8
Pixel Ripped 1995,(2020 Video Game),"Animation, Action, Adventure",8.2
Shadow of Rome,(2005 Video Game),"Action, Adventure, History",8.3
Poketto Monsutâ Pâru,(2006 Video Game),"Action, Adventure, Family",8.0
Codename: Kids Next Door: Operation: V.I.D.E.O.G.A.M.E.,(2005 Video Game),"Animation, Action, Adventure",6.0
Biohazard Outbreak: File 2,(2004 Video Game),"Action, Horror, Mystery",7.1
Grandia,(1997 Video Game),"Action, Adventure, Fantasy",8.2
Quake Champions,(2018 Video Game),"Action, Sci-Fi",7.4
Medal of Honor: Pacific Assault,(2004 Video Game),"Action, Adventure, War",7.4
Video Speedway,(1993 Video Game),Action,
Vampire Savior: The Lord of Vampire,(1997 Video Game),"Action, Fantasy",7.8
The Grinch,(2000 Video Game),"Action, Adventure, Fantasy",5.5
Sniper Elite,(2005 Video Game),"Action, Thriller, War",7.4
WWE Day of Reckoning,(2004 Video Game),"Action, Sport",6.6
Separate Ways,(2005 Video Game),"Action, Adventure, Horror",8.3
Curse of the Sea Rats,(2023 Video Game),"Action, Adventure, Fantasy",
Yoshi's Island: Super Mario Advance 3,(2002 Video Game),"Action, Adventure, Fantasy",8.2
RoboCop 2,(II) (1991 Video Game),"Action, Adventure, Crime",6.8
Odin Sphere,(2007 Video Game),"Action, Adventure, Fantasy",7.8
Poketto monsutâ Sourushirubâ,(2009 Video Game),"Action, Adventure, Family",8.8
Medal of Honor: Allied Assault - Spearhead,(2003 Video Game),"Action, Adventure, War",7.8
Wario rando sheiku,(2008 Video Game),"Action, Adventure, Comedy",7.2
Rumbleverse,(2022 Video Game),Action,5.9
Danny Phantom: The Ultimate Enemy,(2005 Video Game),"Action, Family, Fantasy",7.8
T2: Terminator 2: Judgment Day,(1992 Video Game),"Action, Sci-Fi",6.9
The Expendables 2 Videogame,(2012 Video Game),Action,5.3
Sneak Thief,(2016 Video Game),"Action, Adventure, Crime",
Metal Gear Ac!d,(2004 Video Game),"Action, Adventure, Sci-Fi",7.2
Sonic Rivals 2,(2007 Video Game),"Action, Family, Fantasy",7.2
TERA: The Exiled Realm of Arborea,(2011 Video Game),Action,7.4
Risen 2: Dark Waters,(2012 Video Game),"Action, Adventure, Fantasy",6.9
Killing Floor,(2009 Video Game),"Action, Horror, Sci-Fi",7.1
Call of Duty: Roads to Victory,(2007 Video Game),"Action, Adventure, War",6.3
Legends of Wrestling 2,(2002 Video Game),Action,5.5
Fat Princess Adventures,(2015 Video Game),Action,5.8
Assassin's Creed: Altaïr's Chronicles,(2008 Video Game),"Action, Adventure, History",6.5
Black Mesa: Blue Shift,(Video Game),"Action, Sci-Fi, Thriller",
Total War: Attila,(2015 Video Game),"Action, History, War",7.7
Busou shoujo,(2015 Video Game),"Animation, Action",7.0
Madden NFL 15,(2014 Video Game),"Action, Sport",6.7
Jetpack Joyride,(2011 Video Game),"Action, Adventure, Comedy",6.5
Assassin's Creed Chronicles: Russia,(2015 Video Game),"Action, Adventure, History",6.0
T'ai Fu: Wrath of the Tiger,(1999 Video Game),"Action, Adventure",7.9
House of the Dead: Scarlet Dawn,(2018 Video Game),"Action, Adventure, Horror",6.7
Ace Combat: Assault Horizon,(2011 Video Game),"Action, Adventure, Drama",7.0
Forza Motorsport 6,(2015 Video Game),"Action, Adventure, Family",7.9
Vector,(2012 Video Game),"Action, Adventure, Sport",8.0
Sniper: Ghost Warrior 2,(2013 Video Game),"Action, War",6.3
Cruis'n Exotica,(1999 Video Game),"Action, Family, Fantasy",6.9
Arugosu no senshi,(2002 Video Game),"Action, Adventure, Fantasy",7.3
The Works of Mercy,(2018 Video Game),Action,
Star Trek: Away Team,(2001 Video Game),"Action, Adventure, Sci-Fi",7.0
Gorod Krovi,(2016 Video Game),"Action, Drama, Horror",8.0
Torasuchii beru: Shopan no yume,(2007 Video Game),"Action, Adventure, Drama",7.8
Dijitaru debiru saaga: Abataaru teyuunaa,(2004 Video Game),"Action, Adventure, Fantasy",8.0
Onee Chanbara Origin,(2019 Video Game),Action,6.2
Shuyan Saga,(2017 Video Game),"Action, Adventure, Fantasy",7.0
Soru Ejji,(1996 Video Game),"Action, Adventure, Fantasy",8.0
Feeding Frenzy,(2004 Video Game),"Action, Adventure, Family",7.2
Power Rangers Time Force,(2001 Video Game),"Action, Adventure, Sci-Fi",6.8
Primeval Evolved,(2009 Video Game),Action,8.2
Katamari damashii,(2004 Video Game),"Action, Fantasy",8.6
Zangeki no Reginleiv,(2010 Video Game),"Action, Adventure, Fantasy",8.0
Underworld: The Eternal War,(2004 Video Game),"Action, Adventure, Fantasy",6.0
The Surge 2,(2019 Video Game),"Action, Sci-Fi",6.9
Lost Planet: Extreme Condition,(2006 Video Game),"Action, Adventure, Sci-Fi",6.8
Death's Door,(2021 Video Game),"Action, Adventure, Fantasy",7.6
Assassin's Creed Chronicles: China,(2015 Video Game),"Action, Adventure, History",6.3
Sonic Dreams Collection,(2015 Video Game),"Action, Adventure, Fantasy",7.7
Final Fantasy Chronicles,(2001 Video Game),"Action, Adventure, Comedy",8.1
The Adventures of Batman & Robin,(III) (1995 Video Game),Action,6.3
Transformers: Revenge of the Fallen - Decepticons,(2009 Video Game),"Action, Sci-Fi",7.2
Ice Scream 1: Horror Neighborhood,(2019 Video Game),"Animation, Action, Adventure",7.8
Enderal: Forgotten Stories,(2019 Video Game),"Action, Adventure, Fantasy",7.4
Spider-Man,(1982 Video Game),"Action, Fantasy, Sci-Fi",6.1
Celebrity Deathmatch,(2003 Video Game),"Action, Comedy, Sport",4.8
Star Fox Zero,(2016 Video Game),"Action, Adventure, Family",6.4
Ashigaru: The Last Shogun,(2022 Video Game),"Action, Adventure",1.0
Shrek Forever After: The Game,(2010 Video Game),"Animation, Action, Adventure",7.0
SpyHunter,(2001 Video Game),"Action, Adventure",7.0
Dragon Ball Z: Sparking!,(2005 Video Game),"Action, Thriller",7.7
Mario Kart Arcade GP,(2005 Video Game),"Action, Family, Fantasy",8.0
Braid,(2008 Video Game),"Action, Adventure, Fantasy",8.2
The Gunk,(2021 Video Game),"Action, Adventure, Family",6.6
Need for Speed II,(1997 Video Game),"Action, Adventure, Crime",7.5
Looney Tunes: Back in Action,(2003 Video Game),"Animation, Action, Adventure",6.7
Doragonbôru za bureikâzu,(2022 Video Game),Action,5.4
C-12: Final Resistance,(2000 Video Game),"Action, Adventure",7.6
Relayer,(2022 Video Game),Action,
Super Lucky's Tale,(2017 Video Game),"Animation, Action, Adventure",6.6
SVC Chaos: SNK vs. Capcom,(2003 Video Game),Action,7.0
Monster Hunter Stories 2: Wings of Ruin,(2021 Video Game),"Action, Adventure, Fantasy",8.0
Sniper: Ghost Warrior,(2010 Video Game),"Action, War",6.0
Makaimura,(1985 Video Game),"Action, Adventure, Family",6.9
Dishidia: Fainaru fantajî,(2008 Video Game),"Action, Adventure, Drama",7.9
Burn: Cycle,(1994 Video Game),"Action, Adventure, Sci-Fi",8.0
Shin sangoku musô 2,(2001 Video Game),"Action, Fantasy",7.9
Earn to Die 2,(2014 Video Game),"Action, Adventure, Horror",7.5
NBA Street Vol. 2,(2003 Video Game),"Action, Sport",7.9
Cool Spot,(1993 Video Game),"Animation, Action, Adventure",6.5
Snatcher CD-ROMantic,(1992 Video Game),"Action, Mystery, Sci-Fi",8.9
Armed & Dangerous,(2003 Video Game),"Action, Adventure, Comedy",7.6
Garfield: A Tail of Two Kitties,(2006 Video Game),"Adventure, Action",6.5
Dracula 2: The Last Sanctuary,(2001 Video Game),"Action, Adventure, Fantasy",6.6
Shadow Man: 2econd Coming,(2001 Video Game),"Action, Adventure, Fantasy",6.4
Sudden Strike 3: Arms for Victory,(2007 Video Game),"Action, War",
Total War: Three Kingdoms,(Video Game),Action,7.7
Bloody Roar 4,(2003 Video Game),"Action, Fantasy",6.6
Battlefield: Vietnam,(2004 Video Game),"Action, Adventure, War",7.6
ModNation Racers,(2010 Video Game),"Action, Comedy, Sport",7.4
Just Dance 2018,(2017 Video Game),"Action, Family, Music",6.6
Advance Wars,(2001 Video Game),"Action, Adventure, War",7.8
Jûôki,(1988 Video Game),"Action, Adventure, Fantasy",6.6
Blue Archive,(2021 Video Game),Action,
Rockman 2: Dr. Wairî no nazo,(1988 Video Game),"Action, Adventure, Sci-Fi",8.3
Kill It with Fire,(2020 Video Game),"Action, Adventure, Comedy",5.4
Command & Conquer: Tiberian Sun - Firestorm,(2000 Video Game),"Action, Sci-Fi, War",7.4
Sutâ ôshan: Anamuneshisu,(2016 Video Game),Action,5.6
Dracula II: Noroi no Fûin,(1987 Video Game),"Action, Adventure, Fantasy",6.8
Spawn: In the Demon's Hand,(2000 Video Game),"Action, Adventure, Fantasy",7.8
Metal Slug X,(1999 Video Game),Action,7.8
Kao the Kangaroo,(2022 Video Game),"Action, Adventure, Comedy",6.6
Revolution-X,(1995 Video Game),"Action, Music",6.1
Monster Boy and the Cursed Kingdom,(2018 Video Game),"Action, Adventure, Fantasy",7.5
Prey: Mooncrash,(2018 Video Game),"Action, Horror, Sci-Fi",7.4
Toontown Online,(2003 Video Game),Action,8.3
Ultimate Mortal Kombat,(2007 Video Game),"Action, Fantasy, Sci-Fi",
G.I. Joe: The Rise of Cobra,(2009 Video Game),"Action, Adventure, Sci-Fi",4.6
Donkey Kong,(1994 Video Game),"Animation, Action",7.6
Chaotix,(1995 Video Game),"Action, Adventure, Family",5.9
Kunio-Kun No Nekketsu Soccer League,(1993 Video Game),"Action, Sport",8.2
Encased: A Sci-Fi Post-Apocalyptic RPG,(2021 Video Game),"Action, Adventure, Sci-Fi",4.7
Dynasty Warriors 8,(2013 Video Game),"Action, Adventure, Fantasy",7.1
Time Crisis II,(1997 Video Game),"Action, Crime, Sci-Fi",7.4
Toron ni kobun,(1999 Video Game),"Action, Adventure, Comedy",8.5
Naughty Bear,(2010 Video Game),"Action, Adventure, Crime",6.4
Wrecking Crew,(1984 Video Game),"Action, Family",6.5
Naraka: Bladepoint,(2021 Video Game),"Action, Adventure",
Metal Slug 4,(2002 Video Game),Action,7.3
Final Fantasy XV: Episode Ardyn,(2019 Video Game),"Action, Adventure, Drama",7.6
Batman Forever: The Arcade Game,(1996 Video Game),"Action, Adventure, Crime",5.8
Hogs of War,(2000 Video Game),"Action, Adventure, Comedy",8.4
Rockman X7,(2003 Video Game),"Action, Drama, Mystery",4.3
Fuzion Frenzy,(2001 Video Game),"Action, Sport",7.5
Star Wars: Rogue Squadron III - Rebel Strike,(2003 Video Game),"Action, Adventure, Sci-Fi",7.6
Armored Core 2,(2000 Video Game),"Action, Adventure, Sci-Fi",7.5
Sonic Chronicles: The Dark Brotherhood,(2008 Video Game),"Action, Adventure, Family",6.2
Destroy All Humans! Clone Carnage,(2022 Video Game),"Action, Adventure, Sci-Fi",5.1
Sonic the Hedgehog 2,(III) (1992 Video Game),"Action, Adventure, Family",7.3
BloodRayne: ReVamped,(2021 Video Game),"Action, Adventure, Fantasy",
Figment 2: Creed Valley,(2023 Video Game),"Action, Adventure",
Generation Zero,(2019 Video Game),"Action, Mystery, Sci-Fi",6.8
Star Trek: The Next Generation: Klingon Honor Guard,(1998 Video Game),"Action, Sci-Fi",6.8
Lichdom: Battlemage,(2014 Video Game),Action,5.5
Kimi no tame nara shineru,(2004 Video Game),"Action, Adventure, Romance",6.2
Borderlands 3: Moxxi's Heist of the Handsome Jackpot,(2019 Video Game),Action,7.9
Pro Surfer,(2002 Video Game),"Action, Sport",6.8
Terminator 2: Judgment Day,(II) (1991 Video Game),"Action, Sci-Fi",6.4
Metin2,(2004 Video Game),"Action, Adventure, Fantasy",7.9
Dark Souls III: Ashes of Ariandel,(2016 Video Game),"Action, Adventure, Fantasy",8.3
Buffy the Vampire Slayer: Wrath of the Darkhul King,(2003 Video Game),"Action, Adventure, Fantasy",4.9
Captain America: The Winter Soldier,(2014 Video Game),"Action, Adventure, Sci-Fi",7.6
Indiana Jones and the Last Crusade: The Action Game,(1989 Video Game),Action,4.5
Ghostbusters,(1986 Video Game),"Action, Fantasy, Horror",6.0
Dragon Ball: Final Bout,(1997 Video Game),Action,5.4
Dark,(2013 Video Game),Action,3.1
Pac-Man and the Ghostly Adventures 2,(2014 Video Game),Action,5.3
Top Gun: Fire at Will,(1996 Video Game),"Animation, Action, Adventure",5.5
Star Trek: Klingon Academy,(2000 Video Game),"Action, Adventure, Sci-Fi",8.1
Spycraft: The Great Game,(1996 Video Game),"Action, Drama, Adventure",8.0
Pokémon Stadium,(1999 Video Game),"Action, Fantasy, Sci-Fi",7.3
Baldur's Gate II: Throne of Bhaal,(2001 Video Game),"Action, Adventure, Fantasy",9.0
Zoo Tycoon 2: Marine Mania,(2006 Video Game),"Action, Comedy, Sci-Fi",7.6
Ace Combat 3: Electrosphere,(1999 Video Game),"Action, Adventure, Sci-Fi",8.2
Airwolf,(1987 Video Game),Action,5.5
Pac-Man World,(1999 Video Game),"Action, Adventure, Family",7.1
JoJo's Bizarre Adventure: All-Star Battle,(2013 Video Game),Action,7.1
Dead or Alive 3,(2001 Video Game),"Action, Drama, Mystery",7.5
Agar.io,(2015 Video Game),Action,5.8
Zombie Army Trilogy,(2015 Video Game),"Action, Horror, Thriller",6.8
Sonic & Tails 2,(1994 Video Game),"Action, Adventure, Family",6.9
Hoshi no Kâbî 20-shunen Special Collection,(2012 Video Game),"Action, Adventure, Family",8.6
Star Wars: Episode I - Jedi Power Battles,(2000 Video Game),"Action, Adventure, Fantasy",6.9
Metroid Prime 4,(Video Game),"Action, Adventure, Mystery",
Dungeons 3,(2017 Video Game),"Action, Adventure",6.7
Time Crisis,(1995 Video Game),"Action, Adventure, Romance",7.2
Star Wars: X-Wing Alliance,(1999 Video Game),"Action, Adventure, Sci-Fi",8.2
World in Conflict: Soviet Assault,(2009 Video Game),Action,8.1
