name,year,genres,rating 
UglyDolls: An Imperfect Adventure,(2019 Video Game),"Animation, Action, Adventure",4.8
Shingeki no kyojin: Shichi kara no dasshutsu,(2017 Video Game),Action,4.4
Ys: The Vanished Omens,(1987 Video Game),"Action, Adventure, Fantasy",7.1
Hagane: The Final Conflict,(1994 Video Game),"Action, Adventure",7.2
Crazy Frog Racer 2,(2006 Video Game),Action,6.1
Jump Raven,(1994 Video Game),"Action, Sci-Fi",
Conker's High Rule Tail,(2021 Video Game),"Animation, Action, Adventure",
Demon Sword,(1990 Video Game),"Action, Adventure, Fantasy",5.5
War Rock,(2007 Video Game),"Action, Sci-Fi, War",7.5
Fire Suplex,(1993 Video Game),"Action, Sport",5.1
Kaitei daisensô,(1993 Video Game),"Action, Sci-Fi",7.2
Cliffhanger,(I) (1993 Video Game),Action,5.1
Space Tanks,(2006 Video Game),Action,
Civilization Revolution 2,(2014 Video Game),"Action, History",7.2
Invizimals,(2009 Video Game),Action,7.2
The Dark Eye: Demonicon,(2013 Video Game),"Action, Adventure, Fantasy",6.5
b-29,(1977 Video Game),Action,
Partisans 1941,(2020 Video Game),"Action, War",7.5
Tokyo Afterschool Summoners,(2016 Video Game),"Action, Adventure, Fantasy",
Worms World Party,(2001 Video Game),"Action, Comedy",7.9
Riot!,(2016 Video Game),"Action, Drama, Thriller",
Everdate - Let's Play: The Dating Game,(Video Game),"Action, Romance",
Astro Boy Omega Factor,(2003 Video Game),"Action, Adventure, Fantasy",
MechWarrior,(1989 Video Game),"Action, Adventure, Sci-Fi",8.0
Street Fighter III 2nd Impact: Giant Attack,(1997 Video Game),Action,7.4
Invizimals: The Resistance,(2014 Video Game),Action,5.6
Arm Joe,(1998 Video Game),Action,
R-Type Delta,(1999 Video Game),"Action, Fantasy, Horror",7.8
Alarm für Cobra 11 - Burning Wheels,(2008 Video Game),Action,6.6
GODS: Lands of Infinity,(2007 Video Game),Action,
Monster Roll Cage,(2004 Video Game),Action,
Matterfall,(2017 Video Game),Action,5.1
UMI,(2020 Video Game),Action,
Lucky's Tale,(2016 Video Game),"Action, Adventure",
Chicago 1930,(2003 Video Game),Action,6.7
Pixel Ripped 1995: On the Road,(2023 Video Game),Action,
Speed Racer in My Most Dangerous Adventures,(1994 Video Game),"Action, Sport",
Triggerheart Exelica,(2007 Video Game),"Action, Fantasy, Sci-Fi",
Mass Effect 2: Normandy Crash Site,(2010 Video Game),"Action, Adventure, Sci-Fi",6.9
Dungeon Siege II: Broken World,(2006 Video Game),"Action, Adventure, Fantasy",6.7
Wild Gunman,(Video Game),"Action, Western",
Moonlighter,(2018 Video Game),"Action, Adventure, Fantasy",6.6
Dragon Raja,(2016 Video Game),"Action, Adventure, Fantasy",
Tribes: Ascend,(2012 Video Game),"Action, Sci-Fi",9.0
Mr. Gun Man,(1980 Video Game),Action,
Rise of the Dragon,(1990 Video Game),"Action, Adventure, Crime",8.4
War in Middle Earth,(1988 Video Game),Action,8.3
Undead World: Hero Survival,(2021 Video Game),Action,
Rockman Online,(2010 Video Game),Action,
Touhou 2 Fuumaroku: Story of Eastern Wonderland,(1997 Video Game),"Animation, Action, Fantasy",
F-22 Air Dominance Fighter,(1997 Video Game),Action,
Far Cry Instincts: Evolution,(2006 Video Game),"Action, Adventure, Sci-Fi",5.5
Himno,(2019 Video Game),"Action, Adventure",5.0
The 3-D Battles of World Runner,(1987 Video Game),"Action, Sci-Fi",6.1
Platinum Demo: Final Fantasy XV,(2016 Video Game),"Action, Adventure, Drama",
Terrorist Takedown: Payback,(2005 Video Game),"Action, War",
Shadowgrounds,(2005 Video Game),Action,6.1
Disco Boy,(1993 Video Game),"Action, Sci-Fi",
Ace Combat X: Skies of Deception,(2006 Video Game),"Action, Adventure, Drama",7.4
Project Warlock,(2018 Video Game),"Action, Adventure, Fantasy",6.2
Donkey Kong,(1983 Video Game),Action,6.8
Space Hulk,(2013 Video Game),"Action, Fantasy, Sci-Fi",5.8
Galaxy Fight: Universal Warriors,(1995 Video Game),"Action, Sci-Fi",6.2
Ace Combat: Assault Horizon Legacy,(2011 Video Game),Action,
Warudo desutorakushon michibikareshi ishi,(2008 Video Game),"Action, Adventure, Fantasy",6.1
JoJo's Bizarre Adventure: Diamond Records,(2017 Video Game),Action,
Ys Origin,(2006 Video Game),"Action, Adventure, Fantasy",7.3
Omensight,(2018 Video Game),Action,7.4
Hyper Universe,(2018 Video Game),"Action, Adventure, Fantasy",
Supa bonburisu,(1995 Video Game),Action,
Windfall,(1980 Video Game),Action,
Robo Aleste,(1992 Video Game),"Action, Sci-Fi",7.2
Bishoujo Senshi Sailor Moon R,(1993 Video Game),Action,7.1
Otto Matic,(2001 Video Game),"Action, Adventure, Fantasy",
Dungeon Siege: Throne of Agony,(2006 Video Game),"Action, Adventure, Fantasy",6.0
Viewtiful Joe 2,(2004 Video Game),"Action, Adventure, Comedy",7.6
Chaos Code: Sign of Catastrophe,(2011 Video Game),"Action, Fantasy, Sci-Fi",
Hokuto no Ken: Violence Gekiga Adventure,(1986 Video Game),Action,
Hercules: The Legendary Journeys,(2000 Video Game),"Action, Adventure, Drama",7.4
DC Legends,(2016 Video Game),"Action, Fantasy, Sci-Fi",6.5
Wattam,(2019 Video Game),Action,5.7
Greed: Black Border,(2009 Video Game),"Action, Adventure, Sci-Fi",
Super Leaf Productions the Video Game,(Video Game),Action,
Asphalt: Injection,(2011 Video Game),"Action, Adventure, Sport",
Jurassic Park,(1994 Video Game),"Action, Adventure, Sci-Fi",6.2
Blazing Chrome,(2019 Video Game),"Action, Adventure, Fantasy",7.1
Action Man: Search for Base X,(2001 Video Game),"Action, Adventure",3.8
Banjo Kazooie: Super Smash Bros Temple,(2019 Video Game),Action,
Bang!,(1998 Video Game),Action,
One Piece: Torejâ kurûzu,(2014 Video Game),"Action, Adventure",7.4
NosTale,(2006 Video Game),Action,5.4
SpeedRunners,(2013 Video Game),"Action, Adventure, Comedy",7.0
Power Blade,(1991 Video Game),"Action, Sci-Fi",6.5
Katakis,(1988 Video Game),"Action, Adventure, Sci-Fi",7.6
N.Y. Captor,(1985 Video Game),Action,
Tales of Phantasia: Narikiri Dungeon X,(2010 Video Game),"Action, Adventure, Fantasy",
Operation Harrier,(1990 Video Game),Action,
Aces Wild: Manic Brawling Action!,(2013 Video Game),Action,
MotorStorm: RC,(2012 Video Game),Action,4.5
Tetris DS,(2006 Video Game),"Action, Family",7.3
Doragon naito,(1989 Video Game),"Action, Fantasy",
Big Sky Trooper,(1995 Video Game),Action,
Saints Row: The Third - Genkibowl VII,(2012 Video Game),"Action, Comedy, Crime",6.4
007 GoldenEye,(1995 Video Game),"Animation, Action, Adventure",
Once Upon a Knight,(2003 Video Game),Action,
Neo monsutâzu,(2015 Video Game),Action,
Bomberman Quest,(1998 Video Game),Action,
Castle in the Darkness,(2015 Video Game),"Action, Adventure, Fantasy",
Between the Ashes,(2016 Video Game),"Action, Sci-Fi",
Wrath Unleashed,(2004 Video Game),Action,5.6
Perfect Dark,(II) (2000 Video Game),"Action, Adventure, Sci-Fi",5.8
BattleTech: Flashpoint,(2018 Video Game),"Action, Adventure, Sci-Fi",
Tetris 4D,(1998 Video Game),Action,
James Pond 3: Operation Starfish,(1993 Video Game),"Action, Adventure",8.3
Pokémon Card GB2: GR Dan Sanjou!,(2001 Video Game),"Action, Adventure, Fantasy",6.8
Wing Commander: Privateer Expansion Pack: Righteous Fire,(1994 Video Game),"Action, Adventure, Sci-Fi",7.5
Kankore: Kai,(2016 Video Game),Action,
Megablast,(1989 Video Game),"Action, Sci-Fi",
Zool 2,(1993 Video Game),"Action, Adventure",7.1
Tales of Phantasia: Full Voice Edition,(2006 Video Game),Action,
Technoid,(1995 Video Game),Action,
Midnight Raiders,(1994 Video Game),"Action, Adventure, Crime",7.0
Gumshoe,(1986 Video Game),"Action, Adventure, Crime",5.5
Ara Fell,(2020 Video Game),"Action, Adventure, Fantasy",
Forza Horizon 4: Best of Bond,(2018 Video Game),"Animation, Action, Adventure",7.8
Vanguard,(1981 Video Game),"Action, Sci-Fi",6.5
Desktop Dungeons,(2013 Video Game),Action,7.8
Saints Row IV: How the Saints Save Christmas,(2013 Video Game),"Action, Comedy, Fantasy",5.9
Afterfall: InSanity,(2011 Video Game),"Action, Adventure, Horror",5.4
Nam-1975,(1990 Video Game),"Action, War",7.0
Last Standard,(2017 Video Game),Action,
Invasion Resistance 2,(2020 Video Game),"Action, Sci-Fi",
Carmageddon 3: TDR 2000,(2000 Video Game),"Action, Sci-Fi",7.0
Jetpac Refuelled,(2007 Video Game),"Action, Sci-Fi",5.0
Arcana Heart,(2007 Video Game),"Action, Fantasy",6.3
The Legend of Banjo Kazooie: The Bear Waker,(2019 Video Game),Action,
Suicide for Him,(2021 Video Game),Action,
Hamster Logic 3D,(2021 Video Game),"Action, Adventure",
Code of Honor 3: Desperate Measures,(2009 Video Game),"Action, War",
Kozure Ôkami,(1987 Video Game),"Action, Adventure",5.7
Puroresurâ o tsukurou!: The Golden Hour,(2014 Video Game),Action,
Final Fate TD,(2020 Video Game),Action,
Joint Strike Fighter,(1997 Video Game),Action,
Night Stocker,(1986 Video Game),"Action, Sci-Fi",
Power Stone 2,(2000 Video Game),"Action, Adventure",8.1
Ranma 1/2: Battle Renaissance,(1996 Video Game),"Action, Fantasy",
Morphite,(2017 Video Game),"Action, Adventure, Sci-Fi",
The Ooze,(1995 Video Game),"Action, Adventure, Fantasy",5.8
Superman: The Game,(1985 Video Game),"Action, Adventure, Sci-Fi",6.6
Kidou senshi Gandamu: Batoru operêshon,(2012 Video Game),"Action, Adventure",
Space Invaders: Infinity Gene,(2009 Video Game),"Action, Sci-Fi",6.2
Quake Mission Pack No. 2: Dissolution of Eternity,(1997 Video Game),"Action, Fantasy, Horror",7.5
Creeping It Reel,(2017 Video Game),Action,
Akumajô Dracula mokushiroku gaiden: Legend of Cornell,(1999 Video Game),"Action, Adventure, Fantasy",7.0
Chase H.Q.,(1988 Video Game),"Action, Crime",6.8
Final Fantasy XI: Rise of the Zilart,(2003 Video Game),"Action, Adventure, Fantasy",7.9
Wing Commander: Arena,(2007 Video Game),"Action, Sci-Fi, War",
Wild Metal Country,(1999 Video Game),Action,
Rabi-Ribi,(2016 Video Game),"Action, Adventure",
Morbid: The Seven Acolytes,(2020 Video Game),"Action, Adventure, Horror",
SkyKid,(1985 Video Game),"Action, War",3.5
Road Riot 4WD,(1991 Video Game),"Action, Sport",5.4
Dread Templar,(2021 Video Game),"Action, Adventure, Fantasy",7.8
Super Smash Land,(2011 Video Game),"Action, Adventure, Family",
Toh Shin Den,(2007 Video Game),"Action, Adventure, Drama",
America's Army: Rise of a Soldier,(2005 Video Game),Action,7.6
Terracide,(1997 Video Game),"Action, Sci-Fi",
Duel Masters Play's,(2019 Video Game),Action,
Bakuretsu Breaker,(1992 Video Game),"Action, Sci-Fi",
Run CMD,(2019 Video Game),"Action, Sci-Fi",
Airforce Delta II,(2001 Video Game),"Action, Sci-Fi",5.5
MechWarrior 5: Mercenaries - Legend of the Kestrel Lancers,(2021 Video Game),"Action, Adventure, Sci-Fi",
Zeno Clash 2,(2013 Video Game),"Action, Adventure, Fantasy",6.3
Chakan,(1992 Video Game),"Action, Adventure",7.2
Western Express,(1986 Video Game),"Action, Western",5.4
Risky Woods,(1992 Video Game),"Action, Adventure, Fantasy",7.1
Destiny 2: New Light,(2019 Video Game),"Action, Adventure, Fantasy",6.6
Company of Heroes: The Western Front Armies,(2014 Video Game),Action,5.5
Towel Required!,(2015 Video Game),"Action, Comedy",
Backyard Monsters,(2010 Video Game),Action,
Samurai Warriors 4: Empires,(2015 Video Game),"Action, Adventure, Family",7.0
Batman: Arkham City Armored Edition,(2012 Video Game),"Action, Adventure, Crime",8.7
Shingeki no kyojin: Hangeki no tsubasa,(2013 Video Game),"Action, Adventure",6.4
The Bugs Bunny Crazy Castle,(1989 Video Game),"Action, Adventure, Family",6.2
Shoot 'm Up,(2019 Video Game),Action,
Ace Combat Advance,(2005 Video Game),"Action, Adventure, Sci-Fi",
Bullet Force,(2016 Video Game),Action,6.2
"I, Robot",(1983 Video Game),"Action, Sci-Fi",7.0
Dogfight,(1972 Video Game),Action,2.4
Star Wars: Flight of the Falcon,(2003 Video Game),"Action, Sci-Fi",3.8
GripShift,(2005 Video Game),Action,6.9
Eliminator,(1981 Video Game),"Action, Sci-Fi",4.1
Penetrator,(1982 Video Game),Action,
KickBeat,(2013 Video Game),Action,5.6
V-Rally 4,(2018 Video Game),Action,5.7
Tiny Toon Adventures,(1991 Video Game),"Action, Adventure, Family",7.2
Kick the Politician,(2012 Video Game),Action,
Mars Invaders,(Video Game),"Action, Sci-Fi",
Bid for Power,(2000 Video Game),"Action, Adventure, Fantasy",7.9
Rock 'Em Sock 'Em Robots,(2000 Video Game),"Action, Sci-Fi, Sport",5.5
Top Trumps: 007 - The Best of Bond,(2011 Video Game),"Animation, Action, Adventure",
Super Stardust HD,(2007 Video Game),"Action, Fantasy, Sci-Fi",7.5
Panzer Elite Action: Fields of Glory,(2006 Video Game),Action,
BlazBlue: Central Fiction - Special Edition,(2019 Video Game),"Action, Fantasy, Sci-Fi",
Ren & Stimpy: Quest for the Shaven Yak,(1994 Video Game),"Action, Adventure, Comedy",6.2
Darius II,(1989 Video Game),"Action, Adventure, Sci-Fi",6.9
Aegis Wing,(2007 Video Game),"Action, Fantasy, Sci-Fi",6.3
Gandamu supirittsu,(2014 Video Game),Action,
Rico,(2019 Video Game),Action,
Cyber Sled,(1993 Video Game),"Action, Sci-Fi",4.6
Sword of the Samurai,(2002 Video Game),"Action, Adventure",
Sim Settlements - Conqueror,(2019 Video Game),"Action, Drama, Sci-Fi",
Perfect Dark,(Video Game),Action,
Black Day,(2017 Video Game),Action,
Battalion 1944,(2018 Video Game),"Action, History, War",5.2
Sega Smash Pack Volume 1,(2001 Video Game),"Action, Adventure",
Phantasy Star Generation: 1,(2003 Video Game),"Action, Adventure, Fantasy",
Abobo's Big Adventure,(2012 Video Game),"Action, Adventure, Comedy",6.6
Total Annihilation: Battle Tactics,(1998 Video Game),"Action, Sci-Fi",
Arcana,(1992 Video Game),"Action, Adventure, Fantasy",
Anarchy Online,(2001 Video Game),"Action, Sci-Fi",
New Super Chick Sisters,(2009 Video Game),"Action, Adventure, Comedy",4.7
James Bond 007,(1998 Video Game),Action,7.1
Horâ sutôrî,(1990 Video Game),"Action, Fantasy, Horror",6.2
Shadowrun: Hong Kong,(2015 Video Game),"Action, Adventure, Fantasy",7.6
Machisuberi,(2010 Video Game),Action,5.4
Constructor,(1997 Video Game),"Action, Crime",7.9
TrackMania United,(2006 Video Game),"Action, Sport",7.8
Kuronosu ringu,(2015 Video Game),Action,
Santa Claus in Trouble,(2002 Video Game),Action,7.0
Sanctum,(2011 Video Game),Action,6.6
Strategic Conquest,(1990 Video Game),"Action, Adventure",8.2
Bomberman Online,(2001 Video Game),Action,
Hector: Badge of Carnage,(2011 Video Game),"Action, Adventure, Comedy",6.7
X-COM: Interceptor,(1998 Video Game),"Action, Adventure, Sci-Fi",
Cops 'n Robbers,(1976 Video Game),Action,
Star Trek: Generations - Beyond the Nexus,(1994 Video Game),"Action, Sci-Fi",3.9
The Arcslinger,(2016 Video Game),"Animation, Action, Western",
Cosmic Avenger,(1981 Video Game),"Action, Sci-Fi",5.1
Urutoraman nante kowakunai! Kaijuu daigyakushuu,(2013 Video Game),Action,
AR Games,(2011 Video Game),Action,
Supa robotto taisen D,(2003 Video Game),Action,
Athena: Full Throttle,(2006 Video Game),"Action, Adventure",
The Ship,(2006 Video Game),"Action, Mystery",8.0
Marine Wars,(1978 Video Game),Action,
Mega Man Battle Network 5: Double Team DS,(2005 Video Game),"Action, Adventure, Fantasy",
Genesis,(2019 Video Game),Action,
Groove Adventure Rave: Hikari to Yami no Daikessen,(2002 Video Game),Action,
Gorky 02: Aurora Watching,(2004 Video Game),Action,4.4
Alien Removal Division,(2022 Video Game),Action,
Future Tactics: The Uprising,(2004 Video Game),"Action, Sci-Fi",7.7
Diet Go Go,(1992 Video Game),"Action, Family, Fantasy",6.0
Return to PopoloCrois: A Story of Seasons Fairytale,(2015 Video Game),"Action, Adventure, Fantasy",
Exed Exes,(1985 Video Game),"Action, Sci-Fi",4.2
Ranma 1/2: Bakuretsu rantou hen,(1992 Video Game),"Action, Fantasy",7.5
Midnight Race Club,(2003 Video Game),Action,3.5
Yu Yu Hakusho - Ghost Files: Tournament Tactics,(2004 Video Game),Action,
Naruto Shippuden: Gekitou Ninja Taisen EX 2,(2007 Video Game),Action,
Arisu rinku,(2017 Video Game),Action,
Naruto: Ultimate Ninja Storm Mugen,(2019 Video Game),"Action, Fantasy",
Galaxy Wars,(1979 Video Game),"Action, Sci-Fi",4.2
Commander Keen in Keen Dreams,(1991 Video Game),"Action, Adventure, Sci-Fi",7.1
Command & Conquer: Red Alert - Counterstrike,(1997 Video Game),"Action, Sci-Fi, War",7.4
NBA Hang Time,(1996 Video Game),"Action, Sport",8.2
Astro Trooper Vanark,(1999 Video Game),"Action, Sci-Fi",
Kurokishi to shiro no maou,(2017 Video Game),Action,
Tin Star,(1994 Video Game),"Action, Comedy, Western",7.5
GUTS,(2017 Video Game),"Action, Game-Show",
WCW/NWO Thunder,(1998 Video Game),Action,5.6
EverQuest Online Adventures: Frontiers,(2003 Video Game),"Action, Adventure",
Tiny Toon Adventures: Babs' Big Break,(1992 Video Game),Action,6.8
Iron & Blood: Warriors of Ravenloft,(1996 Video Game),"Action, Fantasy",
DodoGo! Challenge,(2010 Video Game),Action,
JK vanpaia: Unmei no festa,(2014 Video Game),Action,
Baretto mâku,(1975 Video Game),Action,
Apex Legends Season 4 Assimilation Launch Trailer,(2020 Video Game),Action,
Bejeweled: Twist,(2008 Video Game),"Action, Adventure, Sci-Fi",6.9
Mutant Football League,(2017 Video Game),"Action, Comedy, Sport",7.6
Cabbage Patch Kids: Adventures in the Park,(1984 Video Game),"Action, Family",2.8
Eureka!,(1985 Video Game),Action,
Arc the Lad: Monster Game with Casino Game,(1997 Video Game),Action,6.8
Bubble Bobble 2,(1993 Video Game),"Action, Adventure",6.6
Strike Commander,(1993 Video Game),Action,8.6
Ball Breakers,(2000 Video Game),Action,
Me & My Katamari,(2005 Video Game),"Action, Adventure",
Mazin Wars,(1993 Video Game),"Action, Sci-Fi",6.5
Jetfighter: Full Burn,(1998 Video Game),"Action, War",
Deep Core,(1993 Video Game),"Action, Sci-Fi",
Bitter Terminus: Episode 1,(2021 Video Game),"Action, Drama, Thriller",
Sniper: Art of Victory,(2008 Video Game),"Action, War",4.1
Battle Cry of Freedom,(2022 Video Game),Action,
Pure Evil 2-Pack,(2004 Video Game),"Action, Adventure, Fantasy",5.9
The New Tetris,(1999 Video Game),Action,6.4
Chôjô kessen saikyô faitâzu SNK vs. Capcom,(1999 Video Game),Action,8.0
Zombie Apocalypse: Never Die Alone,(2011 Video Game),Action,
Army Men: Major Malfunction,(2006 Video Game),Action,
Rustler,(2021 Video Game),"Action, Adventure, Comedy",
FX Fighter,(1995 Video Game),Action,8.1
Fate of the Dragon,(2001 Video Game),Action,6.2
Shieldwall Chronicles: Swords of the North,(2018 Video Game),"Action, Adventure, Fantasy",
Mechanized Attack,(1989 Video Game),"Action, Sci-Fi",5.8
Supraland,(2018 Video Game),"Action, Adventure, Comedy",7.5
Sam Gets A Gun 3D,(2022 Video Game),"Action, Adventure, Thriller",
7.62: High Calibre,(2009 Video Game),Action,
Monster Trux: Arenas,(2007 Video Game),Action,
Mass Effect 2: Firewalker,(2010 Video Game),"Action, Adventure, Sci-Fi",6.2
Legends of Kingdom Rush,(2021 Video Game),"Action, Adventure, Fantasy",
Worms 2: Armageddon,(2009 Video Game),"Action, Comedy",5.9
Mana kemia: Gakuen no renkinjutsushi tachi,(2007 Video Game),Action,7.2
Firefall,(2014 Video Game),Action,
Phantasy Star Online Version 2,(2001 Video Game),"Action, Adventure, Fantasy",7.1
Downwell,(2015 Video Game),Action,7.1
Bishoujo Senshi Sailor Moon S: Juugai Rantou!? Shuyaku Soudatsusen,(1994 Video Game),Action,
Lethal Weapon,(1993 Video Game),"Action, Crime, Drama",6.5
Shrek 2: Beg for Mercy!,(2004 Video Game),"Action, Adventure, Family",6.0
Foster's Home for Imaginary Friends: Buggin' Out,(2005 Video Game),Action,
Gremlins,(1984 Video Game),Action,6.4
Sutîru daibâ,(2011 Video Game),Action,4.3
Shingeki no kyojin 2: Mirai no zahyou,(2017 Video Game),Action,6.2
Moryo Senki Madara: Daikongo Rinhen,(1993 Video Game),Action,
Disciples II: Dark Prophecy,(2001 Video Game),"Action, Fantasy",8.1
Monster Bash,(1993 Video Game),"Action, Horror",8.2
Ghoul Panic,(2000 Video Game),"Action, Adventure",
CID The Dummy,(2009 Video Game),"Action, Adventure",4.1
3D Blitz,(2003 Video Game),"Action, War",
Gorf,(1981 Video Game),"Action, Sci-Fi",7.2
Sea Fighter Poseidon,(1984 Video Game),Action,
19XX: The War Against Destiny,(1995 Video Game),Action,6.0
Rocketbirds: Hardboiled Chicken,(2011 Video Game),"Action, Adventure",6.3
Clan N,(2020 Video Game),"Action, Adventure, Fantasy",
Initial D Arcade Stage 8 Infinity,(2014 Video Game),"Action, Sport",
The Flintstones: Bedrock Racing,(2007 Video Game),Action,3.8
Submarine,(1985 Video Game),Action,
Gladiator 1984,(1984 Video Game),Action,
Explosive Candy World,(2021 Video Game),Action,
Kingdom Hearts: The Story So Far,(2018 Video Game),"Action, Adventure, Family",8.3
Bruce Lee: Dragon Warrior,(2010 Video Game),Action,
Shin'en rejisuto,(2018 Video Game),Action,
MegaRace 3,(2002 Video Game),"Action, Sci-Fi, Sport",
Monsutâ sutoraiku,(2016 Video Game),Action,
SoulWorker,(2016 Video Game),"Animation, Action, Sci-Fi",
Doragon kuesuto raibaruzu,(2017 Video Game),"Action, Fantasy",
Gangsters: Organized Crime,(1998 Video Game),"Action, Crime",7.5
Rainbow Six 3: Athena Sword,(2004 Video Game),"Action, Crime, Thriller",
Angels Fall First,(2015 Video Game),Action,
Arc the Lad: End of Darkness,(2004 Video Game),"Action, Adventure, Fantasy",
Greg Hastings Tournament Paintball,(2003 Video Game),"Action, Sport",6.2
Arc the Lad II,(1996 Video Game),"Action, Adventure",8.4
Rabio Lepus,(1987 Video Game),"Action, Sci-Fi",5.1
Tongue of the Fatman,(1989 Video Game),"Action, Sci-Fi",
Alteric,(2016 Video Game),"Action, Adventure",
V-Tech Rampage,(2007 Video Game),Action,
Action Fighter,(1986 Video Game),Action,5.9
D.I.C.E.,(2005 Video Game),"Action, Adventure, Sci-Fi",6.6
Star Trek: First Contact,(1988 Video Game),"Action, Adventure, Sci-Fi",7.7
The Lord of the Rings: The Fellowship of the Ring,(II) (2002 Video Game),"Action, Adventure, Fantasy",6.5
Ryûko no Ken,(1992 Video Game),Action,6.6
Code Lyoko Fall of Xana,(2008 Video Game),Action,8.2
Call of Duty: Global Operations,(2019 Video Game),Action,
Embr,(2021 Video Game),"Action, Adventure",5.7
The Battle of the Bulge: Tigers in the Snow,(1981 Video Game),"Action, Adventure",
Top Gun,(2009 Video Game),Action,
Super Huey,(1985 Video Game),Action,
Starfighter Gemini,(2021 Video Game),"Action, Sci-Fi",
Rival Threads: Last Class Heroes,(2014 Video Game),"Action, Adventure, Fantasy",
Dishonored: Dunwall City Trials,(2012 Video Game),"Action, Adventure, Fantasy",6.5
The Land Before Time: Return to the Great Valley,(2000 Video Game),Action,3.6
Chicken Invaders 2: The Next Wave,(2003 Video Game),"Action, Adventure, Sci-Fi",7.8
WWF WrestleMania Challenge,(1990 Video Game),"Action, Sport",5.6
Kirby's Block Ball,(1995 Video Game),"Animation, Action",6.5
Shock Troopers: 2nd Squad,(1999 Video Game),"Action, Adventure, War",7.0
Rewrite IgnisMemoria,(2017 Video Game),Action,
Puyo Puyo Champions,(2018 Video Game),"Action, Family",6.9
"Cook, Serve, Delicious! 3?!",(2020 Video Game),Action,6.9
Full House Poker,(2011 Video Game),Action,8.8
Asphalt 5,(2009 Video Game),"Action, Adventure, Sport",
Pac-Man 99,(2021 Video Game),Action,6.4
World of Final Fantasy Maxima,(2018 Video Game),"Action, Adventure, Family",6.2
Sick Bricks,(2015 Video Game),Action,
Major League Baseball 2005,(2004 Video Game),"Action, Sport",5.6
Silent Space,(2022 Video Game),"Action, Horror, Sci-Fi",
Nickelodeon Kart Racers,(2018 Video Game),"Action, Sport",5.7
Lucky Luke: Western Fever,(2001 Video Game),"Action, Western",6.1
Chernobyl: The Untold Story,(2019 Video Game),Action,
Desert Strike Tactics,(Video Game),Action,
The Glass Staircase,(2019 Video Game),"Action, Adventure, Fantasy",6.3
Mongrel,(2021 Video Game),"Action, Adventure, Comedy",
Spyro 2: Season of Flame,(2002 Video Game),"Action, Adventure, Fantasy",6.7
Sonic Compilation,(1995 Video Game),"Action, Adventure, Family",7.0
Air-Sea Battle,(1977 Video Game),Action,5.9
Men in Black II: Alien Escape,(2002 Video Game),"Action, Adventure, Fantasy",5.8
Kuriminaru gâruzu X,(2019 Video Game),Action,
Dragon Quest: Scan Battlers,(2019 Video Game),Action,
Animaniacs Splat Ball,(1999 Video Game),"Action, Family, Fantasy",5.1
The Tomorrow War: Factor K,(2007 Video Game),"Action, Sci-Fi",
Wars and Roses,(2022 Video Game),"Action, Romance, War",
San Diablos,(2020 Video Game),"Action, Fantasy, Horror",
Eximius: Seize the Frontline,(2021 Video Game),Action,
Sanitary Podzemeliy 2: Ohota za Chornym Kvadratom,(2008 Video Game),"Action, Adventure, Crime",
Tiny Toon Adventures: The Great Beanstalk,(1998 Video Game),"Action, Adventure, Comedy",5.1
Planetary Annihilation,(2014 Video Game),"Action, Sci-Fi",6.6
SCP: Pandemic,(2022 Video Game),Action,
Pong: The Next Level,(1999 Video Game),"Action, Adventure, Comedy",6.5
Project RuneMate,(2019 Video Game),Action,
I Was an Atomic Mutant,(2003 Video Game),"Action, Fantasy, Horror",5.4
Ghostcontrol Inc,(2014 Video Game),"Action, Adventure, Comedy",
Chrono Trigger Envy Hack,(2013 Video Game),Action,
Shinkai no varukirî,(2013 Video Game),Action,
Operation Flashpoint: Red Hammer,(2002 Video Game),"Action, War",
Angel Beats!: Operation Wars,(2014 Video Game),Action,
Min'na no gorufu,(1997 Video Game),"Action, Sport",5.7
Karakuri gassenden,(2016 Video Game),Action,
Vectorman 2,(1996 Video Game),Action,7.1
Ninja Boy,(1992 Video Game),Action,
Belzerion,(1994 Video Game),"Action, Sci-Fi",
Godzilla: Kaijuu Daikessen,(1994 Video Game),"Action, Sci-Fi",8.0
Joust 2: Survival of the Fittest,(1986 Video Game),"Action, Fantasy",6.7
Road Rash 3: Tour De Force,(1995 Video Game),"Action, Adventure, Sport",7.8
Lord of Fist,(1999 Video Game),Action,
Street Fighter X Mega Man,(2012 Video Game),Action,6.3
DefCon,(2006 Video Game),"Action, War",8.2
Secret Service: Security Breach,(2003 Video Game),Action,4.2
Wolverine,(1991 Video Game),"Action, Adventure",5.3
Zeitgeist,(1995 Video Game),"Action, Sci-Fi",
Lovers in a Dangerous Spacetime,(2015 Video Game),Action,7.1
Hokuto no Ken 6: Gekitou Denshouken - Haou heno Michi,(1992 Video Game),"Action, Fantasy",
Wing Arms,(1996 Video Game),Action,5.2
Tsukiyo ni saraba,(2005 Video Game),Action,
Squad Assault: West Front,(2003 Video Game),Action,
Bonbâgâru,(2017 Video Game),Action,
The Simpsons: Bartman Meets Radioactive Man,(1992 Video Game),"Action, Adventure, Fantasy",6.9
Tales of VS.,(2009 Video Game),Action,
SimCopter,(1996 Video Game),Action,7.4
Blood Bros.,(1991 Video Game),"Action, Western",6.9
Magicka,(2011 Video Game),"Action, Adventure, Fantasy",6.8
